course_id,title,institution,institution_abbrev,institution_type,url,qualification_level,course_code,minor_second_major,admission_type,qualification_required,jae_aggregate,description,source_file,matched_majors,matched_domains,confidence,match_method,needs_review,suggested_majors
eeet-bachelor-of-engineering-electrical-and-electronic-engineering-with-a-second-major-in-entreprenurship,Bachelor of Engineering (Electrical and Electronic Engineering) With A Second Major in Entreprenurship,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/eeet-bachelor-of-engineering-electrical-and-electronic-engineering-with-a-second-major-in-entreprenurship,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Electrical Engineering,Engineering|Physical and Environment Sciences,0.95,keyword,False,Electrical Engineering (0.73); Geothermal Energy Engineering (0.63); Wind Energy Engineering (0.62)
eesu-bachelor-of-engineering-electrical-and-electronic-engineering-with-a-second-major-in-society-and-urban-systems,Bachelor of Engineering (Electrical and Electronic Engineering) With A Second Major in Society and Urban Systems,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/eesu-bachelor-of-engineering-electrical-and-electronic-engineering-with-a-second-major-in-society-and-urban-systems,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Electrical Engineering,Engineering|Physical and Environment Sciences,0.95,keyword,False,Electrical Engineering (0.73); Geothermal Energy Engineering (0.63); Wind Energy Engineering (0.62)
eebm-bachelor-of-engineering-electrical-and-electronic-engineering-with-a-second-major-in-business,Bachelor of Engineering (Electrical and Electronic Engineering) With A Second Major in Business,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/eebm-bachelor-of-engineering-electrical-and-electronic-engineering-with-a-second-major-in-business,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Business Administration|Electrical Engineering,Business and Economics|Engineering|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Electrical Engineering (0.73); Geothermal Energy Engineering (0.63); Wind Energy Engineering (0.62)
eesn-bachelor-of-engineering-electrical-and-electronic-engineering-with-a-second-major-in-sustainability,Bachelor of Engineering (Electrical and Electronic Engineering) With A Second Major in Sustainability,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/eesn-bachelor-of-engineering-electrical-and-electronic-engineering-with-a-second-major-in-sustainability,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Climate Change & Sustainability Studies|Electrical Engineering,Engineering|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Electrical Engineering (0.73); Geothermal Energy Engineering (0.63); Wind Energy Engineering (0.62)
ssm-bachelor-of-sport-science-and-management,Bachelor of Sport Science and Management,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ssm-bachelor-of-sport-science-and-management,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Exercise Science,Biological Sciences|Business and Economics|Medicine Sciences,0.95,keyword,False,Accounting (0.0); Actuarial Science (0.0); Advertising (0.0)
soc-bachelor-of-social-sciences-in-sociology,Bachelor of Social Sciences in Sociology,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/soc-bachelor-of-social-sciences-in-sociology,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Sociology,Education|Politics and Social Studies,0.95,keyword,False,Sociology (1.0); Biology (0.75); Psychology (0.74)
ecds-bachelor-of-social-sciences-in-public-policy-and-global-affairs,Bachelor of Social Sciences in Public Policy and Global Affairs,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ecds-bachelor-of-social-sciences-in-public-policy-and-global-affairs,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,International Relations|Public Policy|Sociology,Business and Economics|Education|Politics and Social Studies,0.95,keyword,False,Public Policy (1.0); Public Policy Analysis (0.74); Environmental Policy (0.5)
psbs-bachelor-of-social-sciences-in-psychology-with-a-second-major-in-biological-sciences,Bachelor of Social Sciences in Psychology With A Second Major in Biological Sciences,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/psbs-bachelor-of-social-sciences-in-psychology-with-a-second-major-in-biological-sciences,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Biology|Psychology|Sociology,Biological Sciences|Education|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Political Science (0.78); Animal Science (0.67); Food Science (0.65)
psma-bachelor-of-social-sciences-in-psychology-and-media-analytics,Bachelor of Social Sciences in Psychology and Media Analytics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/psma-bachelor-of-social-sciences-in-psychology-and-media-analytics,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Journalism|Psychology|Sociology,Biological Sciences|Communication|Education|Politics and Social Studies,0.95,keyword,False,Psychology (1.0); Media and Communications (0.67); Digital Media (0.5)
psy-bachelor-of-social-sciences-in-psychology,Bachelor of Social Sciences in Psychology,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/psy-bachelor-of-social-sciences-in-psychology,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Psychology|Sociology,Biological Sciences|Education|Politics and Social Studies,0.95,keyword,False,Psychology (1.0); Sociology (0.74); Theology (0.67)
sppe-bachelor-of-social-sciences-in-philosophy-politics--economics,"Bachelor of Social Sciences in Philosophy, Politics & Economics",Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/sppe-bachelor-of-social-sciences-in-philosophy-politics--economics,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Economics|Philosophy|Political Science|Sociology,Business and Economics|Education|History and Philosophy|Legal Studies|Mathematics and Computer Science|Politics and Social Studies,0.95,keyword,False,"Economics (1.0); Philosophy, Politics and Economics (PPE) (0.86); Philosophy (0.48)"
ecbu-bachelor-of-social-sciences-in-economics-with-a-second-major-in-business,Bachelor of Social Sciences in Economics With A Second Major in Business,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ecbu-bachelor-of-social-sciences-in-economics-with-a-second-major-in-business,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Business Administration|Economics|Sociology,Business and Economics|Education|Mathematics and Computer Science|Politics and Social Studies,0.95,keyword,False,International Business (0.53); Nursing (0.53); Business Administration (0.52)
ecpp-bachelor-of-social-sciences-in-economics-and-public-policy-and-global-affairs,Bachelor of Social Sciences in Economics and Public Policy and Global Affairs,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ecpp-bachelor-of-social-sciences-in-economics-and-public-policy-and-global-affairs,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Economics|International Relations|Public Policy|Sociology,Business and Economics|Education|Mathematics and Computer Science|Politics and Social Studies,0.95,keyword,False,Economics (1.0); Public Policy (1.0); Public Policy Analysis (0.67)
ecps-bachelor-of-social-sciences-in-economics-and-psychology,Bachelor of Social Sciences in Economics and Psychology,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ecps-bachelor-of-social-sciences-in-economics-and-psychology,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Economics|Psychology|Sociology,Biological Sciences|Business and Economics|Education|Mathematics and Computer Science|Politics and Social Studies,0.95,keyword,False,Economics (1.0); Psychology (1.0); Food Systems and Policy (0.51)
ene-bachelor-of-engineering-environmental-engineering,Bachelor of Engineering (Environmental Engineering),Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ene-bachelor-of-engineering-environmental-engineering,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Climate Change & Sustainability Studies,Engineering|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Environmental Planning (0.79); Biomedical Engineering (0.75); Environmental Science (0.72)
iebm-bachelor-of-engineering-information-engineering-and-media-with-a-second-major-in-business,Bachelor of Engineering (Information Engineering and Media) With A Second Major in Business,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/iebm-bachelor-of-engineering-information-engineering-and-media-with-a-second-major-in-business,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Business Administration|Journalism,Business and Economics|Communication|Engineering|Politics and Social Studies,0.95,keyword,False,Civil Engineering (0.55); Geothermal Energy Engineering (0.54); Information Technology (0.54)
ieda-bachelor-of-engineering-information-engineering-and-media-with-a-second-major-in-data-analytics,Bachelor of Engineering (Information Engineering and Media) With A Second Major in Data Analytics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ieda-bachelor-of-engineering-information-engineering-and-media-with-a-second-major-in-data-analytics,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Data Science|Journalism,Communication|Engineering|Mathematics and Computer Science|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Civil Engineering (0.55); Geothermal Energy Engineering (0.54); Information Technology (0.54)
ieet-bachelor-of-engineering-information-engineering-and-media-with-a-second-major-in-entrepreneurship,Bachelor of Engineering (Information Engineering and Media) With A Second Major in Entrepreneurship,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ieet-bachelor-of-engineering-information-engineering-and-media-with-a-second-major-in-entrepreneurship,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Entrepreneurship|Journalism,Business and Economics|Communication|Engineering|Politics and Social Studies,0.95,keyword,False,Civil Engineering (0.55); Geothermal Energy Engineering (0.54); Information Technology (0.54)
